timestamp,azimuth,elevation,range,doppler,voltage,temp
23:04:18,39.65,-19.22,5256.28,1415,7.83,20
23:04:18,39.67,-19.25,5260.29,-454,7.48,23
23:04:19,39.69,-19.27,5264.49,1293,8.370000000000001,37
23:04:20,39.71,-19.30,5268.71,990,8.290000000000001,37
23:04:20,39.73,-19.32,5272.95,1808,7.17,24
23:04:21,39.75,-19.34,5277.23,1520,7.15,27
23:04:22,39.77,-19.37,5281.34,359,7.84,22
23:04:22,39.79,-19.39,5285.44,-312,7.67,39
23:04:23,39.81,-19.41,5289.58,-694,7.95,25
23:04:24,39.83,-19.44,5293.62,1950,7.88,35
23:04:24,39.85,-19.46,5297.58,-2000,7.5600000000000005,35
23:04:25,39.87,-19.48,5301.78,1891,7.2,24
23:04:26,39.89,-19.51,5306.00,-1541,7.69,25
23:04:26,39.91,-19.53,5310.06,-570,7.24,35
23:04:27,39.93,-19.55,5313.98,334,7.8100000000000005,23
23:04:28,39.95,-19.58,5318.04,-1522,8.09,30
23:04:28,39.97,-19.60,5322.09,-44,7.8100000000000005,31
23:04:29,39.99,-19.62,5326.28,726,7.63,38
23:04:30,40.01,-19.65,5330.70,-404,7.37,20
23:04:31,40.03,-19.67,5334.82,-1571,7.63,20
23:04:31,40.05,-19.69,5338.91,-421,7.86,33
23:04:32,40.07,-19.72,5342.74,1022,7.140000000000001,25
23:04:32,40.08,-19.74,5346.78,-1291,8.28,33
23:04:33,40.10,-19.76,5350.82,-1854,8.33,31
23:04:34,40.12,-19.79,5354.82,519,7.92,32
23:04:34,40.14,-19.81,5358.99,793,7.97,21
23:04:35,40.16,-19.83,5363.12,-67,8.39,30
23:04:36,40.18,-19.86,5367.49,-128,8.01,33
23:04:37,40.20,-19.88,5371.69,-1048,7.49,30
23:04:37,40.22,-19.90,5375.80,440,7.390000000000001,20
23:04:38,40.24,-19.93,5379.89,426,8.33,26
23:04:39,40.26,-19.95,5384.11,514,8.39,34
23:04:39,40.28,-19.97,5387.98,-475,7.51,37
23:04:40,40.30,-20.00,5391.99,-278,7.01,29
23:04:41,40.32,-20.02,5395.97,-816,7.33,37
23:04:41,40.34,-20.04,5400.18,290,8.02,37
23:04:42,40.36,-20.07,5404.41,1492,8.18,26
23:04:43,40.38,-20.09,5408.48,952,7.8500000000000005,22
23:04:43,40.40,-20.11,5412.59,-1573,7.44,23
23:04:44,40.42,-20.14,5416.70,-527,7.84,24
23:04:45,40.44,-20.16,5421.02,-1248,7.67,31
23:04:45,40.46,-20.18,5425.08,973,7.0600000000000005,20
23:04:46,40.47,-20.21,5428.98,-1234,7.23,30
23:04:47,40.49,-20.23,5432.77,-1689,7.84,38
23:04:47,40.51,-20.25,5436.84,-1111,8.370000000000001,31
23:04:48,40.53,-20.27,5440.83,1863,8.34,28
23:04:49,40.55,-20.30,5445.18,1405,7.5,20
23:04:49,40.57,-20.32,5449.34,-821,7.82,38
23:04:50,40.59,-20.35,5453.47,-1728,7.8100000000000005,23
23:04:51,40.61,-20.37,5457.57,187,8.27,31
23:04:51,40.63,-20.39,5461.32,775,7.7,26
23:04:52,40.64,-20.41,5465.27,-619,7.59,31
23:04:53,40.66,-20.44,5469.63,-509,7.08,21
23:04:53,40.68,-20.46,5473.66,-90,7.55,34
23:04:54,40.70,-20.48,5477.71,871,8.09,28
23:04:55,40.73,-20.51,5483.08,1323,8.13,33
23:04:56,40.75,-20.54,5487.86,970,7.78,37
23:04:56,40.77,-20.57,5492.38,1424,7.6000000000000005,34
23:04:57,40.79,-20.59,5496.82,1045,7.12,23
23:04:58,40.81,-20.62,5501.19,-1549,8.23,30
23:04:59,40.83,-20.64,5505.49,272,7.8100000000000005,34
23:04:59,40.85,-20.66,5509.93,-612,7.71,35
23:05:00,40.87,-20.69,5514.28,1337,8.07,23
